CountyName,DistrictName,SchoolName,CharterYN,ReportingCategory,CumulativeEnrollment,TotalSuspensions,TotalSusStudents,TotalDefiance,SuspensionRate,SuspensionViolent_Injury,NonInjury_Violent_Suspension,Weapon_possession_suspension,Drug_Suspensino_Defiance,Other_Suspension_Reason
Lake,,,"No ",GX,18,3,3,0,16.7,1,0,0,2,0
Lake,,,"No ",RA,68,5,3,0,4.4,0,3,0,2,0
Lake,,,"No ",RB,141,35,27,1,19.1,4,18,4,8,1
Lake,,,"No ",RD,132,15,11,1,8.3,2,10,0,1,1
Lake,,,"No ",RF,38,9,3,0,7.9,0,6,1,2,0
Lake,,,"No ",RH,4286,488,328,34,7.7,64,275,26,76,42
Lake,,,"No ",RI,408,94,52,4,12.7,22,42,1,19,9
Lake,,,"No ",RT,634,134,77,9,12.1,15,63,6,31,15
Lake,,,"No ",RW,4514,589,358,19,7.9,89,314,25,117,23
Lake,,,"No ",SD,1452,291,165,17,11.4,54,149,11,48,22
Lake,,,"No ",SE,1712,212,137,8,8,21,138,15,25,11
Lake,,,"No ",SF,73,15,10,1,13.7,4,7,0,3,1
Lake,,,"No ",SH,531,116,73,4,13.7,25,54,5,22,9
Lake,,,"No ",SM,354,31,25,1,7.1,3,19,4,4,1
Lake,,,"No ",SS,7808,1185,722,59,9.2,166,633,58,221,81
Lake,,,"No ",TA,10231,1369,859,68,8.4,196,731,63,256,91
Lake,,,Yes,GF,162,1,1,0,0.6,0,0,0,1,0
Lake,,,Yes,GM,124,0,0,0,0,0,0,0,0,0
Lake,,,Yes,RB,15,0,0,0,0,0,0,0,0,0
Lake,,,Yes,RH,79,0,0,0,0,0,0,0,0,0
Lake,,,Yes,RT,28,1,1,0,3.6,0,0,0,1,0
Lake,,,Yes,RW,151,0,0,0,0,0,0,0,0,0
Lake,,,Yes,SD,33,0,0,0,0,0,0,0,0,0
Lake,,,Yes,SS,169,0,0,0,0,0,0,0,0,0
Lake,,,Yes,TA,286,1,1,0,0.3,0,0,0,1,0
Lassen,,,All,GF,2003,75,53,2,2.6,3,45,3,19,3
Lassen,,,All,GM,2050,272,175,19,8.5,20,178,12,29,21
Lassen,,,All,GX,14,2,2,1,14.3,1,0,0,0,1
Lassen,,,All,RA,35,5,2,0,5.7,0,5,0,0,0
Lassen,,,All,RB,61,15,9,1,14.8,2,10,0,2,1
Lassen,,,All,RD,28,8,4,2,14.3,0,6,0,0,2
Lassen,,,All,RF,18,2,1,0,5.6,0,2,0,0,0
Lassen,,,All,RH,824,56,38,4,4.6,1,35,1,12,5
Lassen,,,All,RI,146,29,18,1,12.3,5,20,1,1,1
Lassen,,,All,RP,63,5,3,0,4.8,0,4,0,1,0
Lassen,,,All,RT,280,26,22,2,7.9,1,15,2,5,2
Lassen,,,All,RW,2612,203,133,12,5.1,15,126,11,27,14
Lassen,,,All,SD,522,62,42,2,8,7,45,1,4,2
Lassen,,,All,SE,131,8,5,1,3.8,0,7,0,0,1
Lassen,,,All,SF,98,22,14,2,14.3,1,11,1,6,2
Lassen,,,All,SH,124,21,14,3,11.3,0,6,1,10,4
Lassen,,,All,SS,2276,247,157,13,6.9,18,155,12,34,16
Lassen,,,All,TA,4067,349,230,22,5.7,24,223,15,48,25
Lassen,,,"No ",GF,1709,72,50,2,2.9,3,43,2,19,3
Lassen,,,"No ",GM,1803,269,172,19,9.5,20,178,9,29,21
Lassen,,,"No ",GX,12,2,2,1,16.7,1,0,0,0,1
Lassen,,,"No ",RA,33,5,2,0,6.1,0,5,0,0,0
Lassen,,,"No ",RB,59,15,9,1,15.3,2,10,0,2,1
Lassen,,,"No ",RD,27,8,4,2,14.8,0,6,0,0,2
Lassen,,,"No ",RF,18,2,1,0,5.6,0,2,0,0,0
Lassen,,,"No ",RH,725,49,35,4,4.8,1,31,0,10,5
Lassen,,,"No ",RI,128,30,19,1,14.8,5,20,1,2,1
Lassen,,,"No ",RP,63,5,3,0,4.8,0,4,0,1,0
Lassen,,,"No ",RT,242,25,21,2,8.7,1,15,1,5,2
Lassen,,,"No ",RW,2229,204,130,12,5.8,15,128,9,28,14
Lassen,,,"No ",SD,436,62,42,2,9.6,7,45,1,4,2
Lassen,,,"No ",SE,123,8,5,1,4.1,0,7,0,0,1
Lassen,,,"No ",SF,92,22,14,2,15.2,1,11,1,6,2
Lassen,,,"No ",SH,104,21,14,3,13.5,0,6,1,10,4
Lassen,,,"No ",SS,1932,242,152,13,7.9,18,153,9,34,16
Lassen,,,"No ",TA,3524,343,224,22,6.4,24,221,11,48,25
Lassen,,,Yes,GF,344,3,3,0,0.9,0,2,1,0,0
Lassen,,,Yes,GM,299,3,3,0,1,0,0,3,0,0
Lassen,,,Yes,RH,116,1,1,0,0.9,0,0,1,0,0
Lassen,,,Yes,RI,22,0,0,0,0,0,0,0,0,0
Lassen,,,Yes,RT,44,1,1,0,2.3,0,0,1,0,0
Lassen,,,Yes,RW,457,4,4,0,0.9,0,2,2,0,0
Lassen,,,Yes,SD,105,0,0,0,0,0,0,0,0,0
Lassen,,,Yes,SH,27,0,0,0,0,0,0,0,0,0
Lassen,,,Yes,SS,415,5,5,0,1.2,0,2,3,0,0
Lassen,,,Yes,TA,645,6,6,0,0.9,0,2,4,0,0
"Los Angeles",,,All,GF,673884,9789,7414,416,1.1,1001,5391,400,2201,484
"Los Angeles",,,All,GM,715079,24270,16625,1161,2.3,2909,13738,1450,3096,1489
"Los Angeles",,,All,GX,616,22,18,2,2.9,3,8,0,9,2
"Los Angeles",,,All,RA,107351,678,564,25,0.5,93,388,44,93,25
"Los Angeles",,,All,RB,99076,7621,4756,352,4.8,947,5270,208,471,467
"Los Angeles",,,All,RD,15259,274,175,12,1.1,60,135,15,37,17
"Los Angeles",,,All,RF,29101,221,178,5,0.6,22,117,22,38,6
"Los Angeles",,,All,RH,912394,20733,15149,965,1.7,2222,10639,1348,4043,1192
"Los Angeles",,,All,RI,2419,103,62,7,2.6,12,63,1,6,12
"Los Angeles",,,All,RP,3756,146,109,3,2.9,22,83,3,25,3
"Los Angeles",,,All,RT,39934,983,667,40,1.7,124,591,46,126,44
"Los Angeles",,,All,RW,180289,3322,2397,170,1.3,411,1851,163,467,209
"Los Angeles",,,All,SD,199094,10350,6288,512,3.2,1402,5875,505,1281,657
"Los Angeles",,,All,SE,271745,6230,4435,302,1.6,706,3275,378,1068,380
"Los Angeles",,,All,SF,14266,2158,1169,105,8.2,301,1249,82,250,131
"Los Angeles",,,All,SH,48306,2593,1758,113,3.6,311,1372,150,457,156
"Los Angeles",,,All,SM,3640,116,88,7,2.4,11,51,10,27,8
"Los Angeles",,,All,SS,977317,28260,19551,1284,2,3190,15898,1561,4396,1641
"Los Angeles",,,All,TA,1389579,34081,24057,1579,1.7,3913,19137,1850,5306,1975
"Los Angeles",,,"No ",GF,568958,9042,6779,385,1.2,856,5048,364,2020,453
"Los Angeles",,,"No ",GM,608163,22778,15420,1086,2.5,2608,13023,1349,2899,1402
"Los Angeles",,,"No ",GX,326,20,16,2,4.9,3,7,0,8,2
"Los Angeles",,,"No ",RA,99446,654,541,24,0.5,86,379,42,90,24
"Los Angeles",,,"No ",RB,79880,7175,4399,337,5.5,853,5008,191,430,452
"Los Angeles",,,"No ",RD,9454,202,126,8,1.3,43,105,10,26,11
"Los Angeles",,,"No ",RF,25941,214,173,4,0.7,21,112,22,38,5
"Los Angeles",,,"No ",RH,776961,19320,13947,898,1.8,1954,10015,1255,3754,1118
"Los Angeles",,,"No ",RI,1803,85,56,6,3.1,6,59,0,5,9
"Los Angeles",,,"No ",RP,3392,144,107,3,3.2,23,85,3,21,3
"Los Angeles",,,"No ",RT,34097,939,636,37,1.9,116,569,44,119,41
"Los Angeles",,,"No ",RW,146473,3107,2230,156,1.5,365,1746,146,444,194
"Los Angeles",,,"No ",SD,170417,9788,5856,477,3.4,1287,5591,473,1211,618
"Los Angeles",,,"No ",SE,237943,5834,4115,282,1.7,623,3100,356,1001,355
"Los Angeles",,,"No ",SF,12828,2091,1123,105,8.8,282,1215,80,240,131
"Los Angeles",,,"No ",SH,43964,2536,1711,112,3.9,297,1341,147,450,155
"Los Angeles",,,"No ",SM,3596,115,87,7,2.4,11,51,10,27,8
"Los Angeles",,,"No ",SS,826289,26393,18025,1206,2.2,2821,15023,1441,4066,1552
"Los Angeles",,,"No ",TA,1177447,31840,22215,1473,1.9,3467,18078,1713,4927,1857
"Los Angeles",,,Yes,GF,117152,744,644,31,0.5,145,341,36,180,31
"Los Angeles",,,Yes,GM,119047,1496,1229,75,1,301,718,101,198,87
"Los Angeles",,,Yes,GX,309,1,1,0,0.3,0,0,0,1,0
"Los Angeles",,,Yes,RA,9797,24,23,1,0.2,7,8,3,3,1
"Los Angeles",,,Yes,RB,21936,460,378,15,1.7,93,274,15,44,15
"Los Angeles",,,Yes,RD,6441,37,31,1,0.5,13,14,3,6,1
"Los Angeles",,,Yes,RF,3606,8,6,1,0.2,1,5,1,0,1
"Los Angeles",,,Yes,RH,149239,1433,1221,69,0.8,273,629,96,291,78
"Los Angeles",,,Yes,RI,668,13,5,1,0.7,6,1,0,0,3
"Los Angeles",,,Yes,RP,426,2,2,0,0.5,0,0,0,2,0
"Los Angeles",,,Yes,RT,6603,50,36,4,0.5,9,22,2,10,4
"Los Angeles",,,Yes,RW,37792,214,172,14,0.5,44,106,17,23,15
"Los Angeles",,,Yes,SD,32110,562,440,35,1.4,115,284,32,70,39
"Los Angeles",,,Yes,SE,37059,396,324,20,0.9,83,175,22,67,25
"Los Angeles",,,Yes,SF,2123,67,50,0,2.4,19,34,2,10,0
"Los Angeles",,,Yes,SH,5725,57,48,1,0.8,14,31,3,7,1
"Los Angeles",,,Yes,SM,57,1,1,0,1.8,0,0,0,0,0
"Los Angeles",,,Yes,SS,167682,1867,1557,78,0.9,369,875,120,330,89
"Los Angeles",,,Yes,TA,236508,2241,1874,106,0.8,446,1059,137,379,118
Madera,,,All,GF,16363,608,440,34,2.7,145,171,27,218,37
Madera,,,All,GM,17131,1540,952,48,5.6,294,678,72,373,61
Madera,,,All,GX,16,4,1,0,6.3,1,2,0,0,0
Madera,,,All,RA,533,14,8,2,1.5,3,5,1,3,2
Madera,,,All,RB,444,77,47,5,10.6,26,34,1,10,6
Madera,,,All,RD,247,8,5,0,2,2,3,1,2,0
Madera,,,All,RF,72,5,3,0,4.2,0,5,0,0,0
Madera,,,All,RH,25352,1561,999,53,3.9,322,566,75,473,67
Madera,,,All,RI,338,50,30,2,8.9,6,28,0,14,2
Madera,,,All,RP,13,2,1,0,7.7,0,1,1,0,0
Madera,,,All,RT,564,75,44,5,7.8,17,34,3,15,5
Madera,,,All,RW,5947,360,256,15,4.3,64,175,17,74,16
Madera,,,All,SD,3641,504,245,14,6.7,106,235,21,102,24
Madera,,,All,SE,8647,481,312,19,3.6,93,168,23,148,25
Madera,,,All,SF,374,91,41,3,11,23,36,2,25,3
Madera,,,All,SH,962,125,61,4,6.3,27,46,5,38,5
Madera,,,All,SM,918,29,17,2,1.9,3,15,3,6,2
Madera,,,All,SS,27135,1929,1233,74,4.5,409,744,90,531,89
Madera,,,All,TA,33510,2152,1393,82,4.2,440,851,99,591,98
Madera,,,"No ",GF,15294,590,424,33,2.8,145,167,26,206,36
Madera,,,"No ",GM,16056,1500,920,47,5.7,293,665,70,351,60
Madera,,,"No ",GX,13,4,1,0,7.7,1,2,0,0,0
Madera,,,"No ",RA,503,14,8,2,1.6,3,5,1,3,2
Madera,,,"No ",RB,430,76,47,5,10.9,24,35,1,10,6
Madera,,,"No ",RD,182,6,4,0,2.2,0,3,1,2,0
Madera,,,"No ",RF,67,5,3,0,4.5,0,5,0,0,0
Madera,,,"No ",RH,24160,1531,974,52,4,324,553,74,456,66
Madera,,,"No ",RI,309,48,30,2,9.7,6,28,0,12,2
Madera,,,"No ",RP,11,2,1,0,9.1,0,1,1,0,0
Madera,,,"No ",RT,494,72,40,5,8.1,18,33,3,12,5
Madera,,,"No ",RW,5207,340,238,14,4.6,64,171,15,62,15
Madera,,,"No ",SD,3439,492,234,14,6.8,105,230,21,96,24
Madera,,,"No ",SE,8265,481,312,19,3.8,93,168,23,148,25
Madera,,,"No ",SF,357,89,39,3,10.9,23,36,2,23,3
Madera,,,"No ",SH,930,122,59,4,6.3,27,46,4,36,5
Madera,,,"No ",SM,916,29,17,2,1.9,3,15,3,6,2
Madera,,,"No ",SS,25737,1890,1203,72,4.7,408,734,87,508,87
Madera,,,"No ",TA,31363,2094,1345,80,4.3,439,834,96,557,96
Madera,,,Yes,GF,1297,18,17,1,1.3,0,4,1,12,1
Madera,,,Yes,GM,1343,40,35,1,2.6,1,13,2,22,1
Madera,,,Yes,RA,35,0,0,0,0,0,0,0,0,0
Madera,,,Yes,RB,22,0,0,0,0,0,0,0,0,0
Madera,,,Yes,RD,73,0,0,0,0,0,0,0,0,0
Madera,,,Yes,RH,1506,30,26,1,1.7,0,12,1,16,1
Madera,,,Yes,RI,39,2,2,0,5.1,0,0,0,2,0
Madera,,,Yes,RT,89,4,4,0,4.5,1,0,0,3,0
Madera,,,Yes,RW,872,22,20,1,2.3,0,5,2,13,1
Madera,,,Yes,SD,250,12,12,0,4.8,1,5,0,6,0
Madera,,,Yes,SE,485,0,0,0,0,0,0,0,0,0
Madera,,,Yes,SF,27,2,2,0,7.4,0,0,0,2,0
Madera,,,Yes,SH,63,3,3,0,4.8,0,0,1,2,0
Madera,,,Yes,SS,1814,39,34,2,1.9,1,10,3,23,2
Madera,,,Yes,TA,2643,58,52,2,2,1,17,3,34,2
Marin,,,All,GF,15150,158,127,7,0.8,34,67,7,43,7
Marin,,,All,GM,16474,687,472,43,2.9,136,336,30,109,47
Marin,,,All,GX,65,0,0,0,0,0,0,0,0,0
Marin,,,All,RA,1383,13,10,1,0.7,6,5,0,1,1
Marin,,,All,RB,569,43,33,4,5.8,11,18,0,7,5
Marin,,,All,RD,167,13,4,1,2.4,0,11,0,1,1
Marin,,,All,RF,184,10,3,0,1.6,3,6,1,0,0
Marin,,,All,RH,10800,492,359,29,3.3,88,227,26,105,30
Marin,,,All,RI,116,2,2,0,1.7,1,1,0,0,0
Marin,,,All,RP,63,2,2,0,3.2,0,2,0,0,0
Marin,,,All,RT,2165,56,33,0,1.5,13,34,1,8,0
Marin,,,All,RW,16242,214,153,15,0.9,48,99,9,30,17
Marin,,,All,SD,4443,248,162,10,3.6,55,129,9,35,10
Marin,,,All,SE,5780,278,203,17,3.5,46,135,15,54,18
Marin,,,All,SF,110,36,18,3,16.4,6,15,0,7,3
Marin,,,All,SH,1684,112,83,8,4.9,25,57,3,17,8
Marin,,,All,SS,10621,544,382,36,3.6,93,257,23,112,38
Marin,,,All,TA,31689,845,599,50,1.9,170,403,37,152,54
Marin,,,"No ",GF,14897,157,126,7,0.8,34,66,7,43,7
Marin,,,"No ",GM,16222,686,471,43,2.9,136,336,30,108,47
Marin,,,"No ",GX,61,0,0,0,0,0,0,0,0,0
Marin,,,"No ",RA,1357,13,10,1,0.7,6,5,0,1,1
Marin,,,"No ",RB,564,43,33,4,5.9,11,18,0,7,5
Marin,,,"No ",RD,163,13,4,1,2.5,0,11,0,1,1
Marin,,,"No ",RF,184,10,3,0,1.6,3,6,1,0,0
Marin,,,"No ",RH,10670,490,357,29,3.3,88,226,26,104,30
Marin,,,"No ",RI,115,2,2,0,1.7,1,1,0,0,0
Marin,,,"No ",RP,62,2,2,0,3.2,0,2,0,0,0
Marin,,,"No ",RT,2109,56,33,0,1.6,13,34,1,8,0
Marin,,,"No ",RW,15956,214,153,15,1,48,99,9,30,17
Marin,,,"No ",SD,4382,248,162,10,3.7,55,129,9,35,10
Marin,,,"No ",SE,5718,276,201,17,3.5,46,134,15,53,18
Marin,,,"No ",SF,110,36,18,3,16.4,6,15,0,7,3
Marin,,,"No ",SH,1683,112,83,8,4.9,25,57,3,17,8
Marin,,,"No ",SS,10477,542,380,36,3.6,93,256,23,111,38
Marin,,,"No ",TA,31180,843,597,50,1.9,170,402,37,151,54
Marin,,,Yes,GF,264,1,1,0,0.4,0,1,0,0,0
Marin,,,Yes,GM,259,1,1,0,0.4,0,0,0,1,0
Marin,,,Yes,RA,27,0,0,0,0,0,0,0,0,0
Marin,,,Yes,RH,136,2,2,0,1.5,0,1,0,1,0
Marin,,,Yes,RT,57,0,0,0,0,0,0,0,0,0
Marin,,,Yes,RW,295,0,0,0,0,0,0,0,0,0
Marin,,,Yes,SD,64,0,0,0,0,0,0,0,0,0
Marin,,,Yes,SE,65,2,2,0,3.1,0,1,0,1,0
Marin,,,Yes,SS,151,2,2,0,1.3,0,1,0,1,0
Marin,,,Yes,TA,528,2,2,0,0.4,0,1,0,1,0
Mariposa,,,All,GF,950,57,39,4,4.1,0,19,4,28,4
Mariposa,,,All,GM,1047,112,70,16,6.7,2,62,3,19,18
Mariposa,,,All,RA,14,2,1,0,7.1,0,0,0,2,0
Mariposa,,,All,RB,14,2,1,0,7.1,0,1,0,1,0
Mariposa,,,All,RD,20,0,0,0,0,0,0,0,0,0
Mariposa,,,All,RH,471,29,20,4,4.2,0,14,1,8,4
Mariposa,,,All,RI,68,3,2,1,2.9,0,2,0,0,1
Mariposa,,,All,RT,122,5,4,0,3.3,0,3,0,2,0
Mariposa,,,All,RW,1281,127,80,15,6.2,2,61,6,34,17
